COMP_TYPE,COMP_LOC,YEAR,RACE_DATE,RACE_TEMP,RACE_HUMID,M_W,EVENT,STAGE,RACE_NB,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_AGE,100M,200M,300M,400M,500M,600M,700M,800M,900M,1000M,1100M,1200M,1300M,1400M,1500M
indoor,,2025,21 March 2025,,,men,1500-metres,heats,4.0,Festus LAGAT,KEN,28.0,17.82,36.75,57.10,1:16.57,1:35.54,1:53.75,2:11.88,2:29.23,2:43.93,2:57.73,3:11.34,3:24.67,3:37.55,3:49.96,4:02.99
indoor,,2025,21 March 2025,,,men,1500-metres,heats,4.0,Anass ESSAYI,MAR,24.0,18.25,37.19,57.82,1:17.25,1:36.06,1:54.35,2:12.41,2:29.29,2:44.01,2:57.76,3:11.53,3:24.66,3:37.52,3:50.08,4:04.16
indoor,,2025,21 March 2025,,,men,1500-metres,heats,4.0,Melese NBERET,ETH,24.0,18.16,37.19,57.65,1:17.07,1:36.01,1:54.15,2:12.40,2:29.63,2:44.14,2:57.65,3:11.50,3:24.90,3:37.96,3:50.83,4:05.04
indoor,,2025,21 March 2025,,,men,1500-metres,heats,4.0,Adam FOGG,GBR,26.0,17.95,36.98,57.26,1:16.63,1:35.65,1:53.85,2:11.98,2:29.34,2:43.72,2:57.59,3:11.17,3:24.55,3:38.09,3:51.46,4:06.02
indoor,,2025,23 March 2025,,,men,1500-metres,final,1.0,Jakob INGEBRIGTSEN,NOR,25.0,17.31,31.79,47.18,1:02.71,1:18.58,1:33.65,1:48.24,2:02.80,2:17.07,2:31.14,2:44.63,2:58.06,3:11.95,3:25.35,3:38.79
indoor,,2025,23 March 2025,,,men,1500-metres,final,1.0,Neil GOURLEY,GBR,30.0,17.25,31.85,47.44,1:03.15,1:19.01,1:33.79,1:48.36,2:02.97,2:17.54,2:31.28,2:44.79,2:58.39,3:12.31,3:25.51,3:39.07
indoor,,2025,23 March 2025,,,men,1500-metres,final,1.0,Luke HOUSER,USA,24.0,15.98,31.05,46.68,1:02.13,1:17.99,1:33.55,1:48.64,2:03.28,2:17.84,2:31.52,2:45.00,2:58.51,3:12.32,3:25.48,3:39.17
indoor,,2025,23 March 2025,,,men,1500-metres,final,1.0,Isaac NADER,POR,26.0,16.50,31.71,46.79,1:02.24,1:18.18,1:33.51,1:48.41,2:03.07,2:17.69,2:31.28,2:44.74,2:58.17,3:12.10,3:25.42,3:39.58
indoor,,2025,23 March 2025,,,men,1500-metres,final,1.0,Samuel PIHLSTRÖM,SWE,24.0,16.75,32.04,47.24,1:02.74,1:18.60,1:34.17,1:49.49,2:03.70,2:18.08,2:31.93,2:45.48,2:58.85,3:12.82,3:25.80,3:39.67
indoor,,2025,23 March 2025,,,men,1500-metres,final,1.0,Adrián BEN,ESP,27.0,16.38,31.61,47.10,1:02.60,1:18.39,1:33.92,1:49.30,2:03.57,2:18.14,2:32.19,2:46.27,2:59.63,3:13.14,3:26.12,3:39.96
indoor,,2025,23 March 2025,,,men,1500-metres,final,1.0,Raphael PALLITSCH,AUT,35.0,16.18,31.20,46.83,1:02.43,1:18.28,1:33.78,1:48.93,2:02.99,2:17.52,2:31.04,2:44.99,2:58.89,3:13.03,3:26.85,3:41.01
indoor,,2025,23 March 2025,,,men,1500-metres,final,1.0,Mariano GARCÍA,ESP,27.0,17.57,32.26,47.42,1:02.87,1:18.85,1:33.80,1:48.64,2:02.92,2:17.34,2:31.58,2:45.91,2:59.90,3:13.84,3:26.94,3:41.83
indoor,,2025,23 March 2025,,,men,1500-metres,final,1.0,Samuel PRAKEL,USA,30.0,15.73,30.70,46.39,1:01.96,1:17.84,1:33.34,1:48.36,2:03.23,2:17.87,2:31.63,2:46.02,2:59.61,3:14.27,3:28.71,3:44.48
indoor,,2025,23 March 2025,,,women,1500-metres,final,1.0,Gudaf TSEGAY,ETH,28.0,15.23,30.00,45.39,1:00.50,1:16.04,1:31.47,1:47.55,2:03.44,2:19.66,2:35.71,2:52.08,3:07.99,3:24.12,3:39.58,3:54.86
indoor,,2025,23 March 2025,,,women,1500-metres,final,1.0,Diribe WELTEJI,ETH,23.0,15.41,30.38,45.98,1:01.35,1:17.92,1:34.31,1:51.15,2:07.37,2:23.86,2:39.79,2:56.83,3:13.44,3:29.57,3:44.64,3:59.30
indoor,,2025,23 March 2025,,,women,1500-metres,final,1.0,Georgia HUNTER BELL,GBR,31.0,15.92,31.28,47.61,1:03.63,1:20.00,1:36.06,1:52.47,2:08.11,2:24.35,2:40.29,2:56.98,3:13.62,3:29.73,3:44.78,3:59.84
indoor,,2025,23 March 2025,,,women,1500-metres,final,1.0,Georgia GRIFFITH,AUS,28.0,15.43,30.49,46.16,1:01.51,1:18.07,1:34.61,1:51.45,2:07.67,2:24.09,2:39.95,2:57.04,3:13.71,3:29.81,3:45.16,4:00.80
indoor,,2025,23 March 2025,,,women,1500-metres,final,1.0,Susan Lokayo EJORE,KEN,29.0,16.41,31.49,47.77,1:03.79,1:20.23,1:36.19,1:52.52,2:08.48,2:25.22,2:41.54,2:58.35,3:14.84,3:31.59,3:47.34,4:03.89
indoor,,2025,23 March 2025,,,women,1500-metres,final,1.0,Sinclaire JOHNSON,USA,27.0,16.05,31.52,47.93,1:04.05,1:20.42,1:36.57,1:52.80,2:08.73,2:25.19,2:41.36,2:58.24,3:14.72,3:31.92,3:48.06,4:04.07
indoor,,2025,23 March 2025,,,women,1500-metres,final,1.0,Heather MACLEAN,USA,30.0,16.22,31.53,47.97,1:04.12,1:20.70,1:36.66,1:52.99,2:08.95,2:25.54,2:41.66,2:58.67,3:15.17,3:32.04,3:48.44,4:05.45
indoor,,2025,23 March 2025,,,women,1500-metres,final,1.0,Salomé AFONSO,POR,27.0,15.81,31.15,47.81,1:04.43,1:21.26,1:37.78,1:54.47,2:11.08,2:28.33,2:44.76,3:01.85,3:18.44,3:35.42,3:51.66,4:07.67
indoor,,2025,23 March 2025,,,women,1500-metres,final,1.0,Esther GUERRERO,ESP,35.0,16.75,32.17,48.22,1:04.71,1:21.44,1:38.02,1:54.71,2:11.24,2:28.16,2:45.01,3:02.01,3:18.50,3:35.61,3:51.98,4:07.76
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,1.0,Freweyni HAILU,ETH,23.0,18.57,38.26,58.00,1:17.38,1:34.41,1:50.69,2:07.06,2:23.83,2:40.35,2:56.33,3:11.95,3:27.32,3:42.75,3:57.51,4:12.38
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,1.0,Revee WALCOTT-NOLAN,GBR,29.0,17.72,37.66,57.40,1:16.85,1:34.10,1:50.84,2:07.18,2:23.88,2:40.38,2:56.28,3:12.22,3:27.48,3:42.98,3:57.92,4:13.06
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,1.0,Esther GUERRERO,ESP,34.0,17.63,37.34,57.28,1:16.76,1:34.03,1:50.76,2:07.25,2:23.94,2:40.57,2:56.19,3:12.12,3:27.56,3:43.21,3:58.31,4:14.23
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,1.0,Vera HOFFMANN,LUX,27.0,17.97,37.70,57.48,1:17.06,1:34.51,1:51.17,2:07.69,2:24.42,2:41.05,2:57.02,3:13.03,3:28.64,3:44.48,3:59.89,4:15.52
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,1.0,Yolanda NGARAMBE,SWE,32.0,17.80,37.44,57.34,1:16.88,1:34.27,1:50.96,2:07.45,2:24.11,2:40.35,2:56.35,3:12.39,3:27.77,3:43.61,3:59.23,4:15.77
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,1.0,Sofia THØGERSEN,DEN,19.0,18.20,37.87,57.64,1:17.24,1:34.79,1:51.42,2:07.88,2:24.27,2:40.72,2:56.86,3:12.85,3:28.37,3:44.25,3:59.61,4:16.06
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,1.0,María Pía FERNÁNDEZ,URU,29.0,18.32,37.90,57.69,1:16.48,1:33.50,1:50.62,2:07.34,2:24.25,2:40.75,2:56.71,3:12.65,3:28.22,3:44.50,4:00.78,4:17.77
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,2.0,Nikki HILTZ,USA,29.0,17.10,34.21,51.64,1:08.45,1:24.83,1:40.91,1:57.20,2:13.41,2:29.95,2:46.51,3:03.32,3:19.41,3:35.27,3:49.93,4:04.34
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,2.0,Georgia BELL,GBR,30.0,16.97,34.00,51.40,1:08.11,1:24.47,1:40.58,1:56.89,2:13.11,2:29.71,2:46.23,3:02.87,3:18.91,3:35.01,3:49.71,4:04.39
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,2.0,Maia RAMSDEN,NZL,22.0,17.64,34.70,52.10,1:08.85,1:25.38,1:41.36,1:57.57,2:13.75,2:30.31,2:46.75,3:03.62,3:19.68,3:35.69,3:50.79,4:06.51
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,2.0,Linden HALL,AUS,33.0,17.29,34.14,51.50,1:08.10,1:24.27,1:40.34,1:56.67,2:12.98,2:29.60,2:46.16,3:03.08,3:19.69,3:36.45,3:52.91,4:09.83
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,2.0,Elise VANDERELST,BEL,26.0,17.28,34.30,51.69,1:08.53,1:25.06,1:41.12,1:57.41,2:13.53,2:29.86,2:46.32,3:03.06,3:19.19,3:35.58,3:52.37,4:10.15
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,2.0,Weronika LIZAKOWSKA,POL,25.0,16.88,34.05,51.41,1:08.24,1:24.62,1:40.76,1:57.00,2:13.22,2:29.73,2:46.37,3:03.32,3:19.90,3:36.86,3:53.39,4:10.50
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,3.0,Diribe WELTEJI,ETH,22.0,17.30,34.91,51.68,1:08.44,1:25.17,1:41.54,1:58.23,2:14.84,2:31.53,2:48.11,3:04.92,3:21.09,3:37.11,3:52.23,4:07.17
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,3.0,Salomé AFONSO,POR,26.0,17.55,35.14,51.82,1:08.58,1:25.34,1:41.67,1:58.26,2:14.95,2:31.76,2:48.53,3:05.43,3:21.44,3:37.29,3:52.51,4:07.55
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,3.0,Emily MACKAY,USA,26.0,17.75,35.35,52.06,1:08.82,1:25.64,1:41.95,1:58.66,2:15.22,2:32.09,2:48.69,3:05.57,3:21.56,3:37.48,3:52.80,4:08.04
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,3.0,Marta PÉREZ,ESP,31.0,17.50,34.74,51.45,1:08.27,1:24.96,1:41.39,1:57.98,2:14.70,2:31.56,2:48.30,3:05.20,3:21.38,3:37.92,3:54.47,4:12.27
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,3.0,Simone PLOURDE,CAN,24.0,17.62,35.15,51.92,1:08.70,1:25.43,1:41.79,1:58.43,2:15.00,2:31.88,2:48.66,3:05.61,3:21.95,3:38.70,3:55.59,4:13.40
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,3.0,Joceline WIND,SUI,23.0,17.83,35.39,52.09,1:08.89,1:25.64,1:42.11,1:58.85,2:15.56,2:32.51,2:49.26,3:06.44,3:23.81,3:41.26,3:57.92,4:15.29
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,3.0,Fedra Aldana LUNA,ARG,29.0,18.12,35.70,52.29,1:09.13,1:25.91,1:42.38,1:59.01,2:15.73,2:32.81,2:49.52,3:06.66,3:23.67,3:40.95,3:58.23,4:17.14
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,4.0,Agathe GUILLEMOT,FRA,25.0,18.39,37.79,55.32,1:12.06,1:29.22,1:45.88,2:02.52,2:19.26,2:35.98,2:52.57,3:09.15,3:25.18,3:40.91,3:56.07,4:11.46
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,4.0,Birke HAYLOM,ETH,18.0,18.22,37.30,54.80,1:11.76,1:28.67,1:45.42,2:02.13,2:18.81,2:35.68,2:52.20,3:08.89,3:24.80,3:40.36,3:55.91,4:11.54
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,4.0,Lucia STAFFORD,CAN,26.0,18.43,37.66,55.22,1:12.38,1:29.23,1:45.95,2:02.66,2:19.44,2:36.20,2:52.70,3:09.46,3:25.37,3:41.11,3:56.19,4:11.56
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,4.0,Martyna GALANT,POL,29.0,18.24,37.36,54.98,1:12.06,1:29.01,1:45.69,2:02.72,2:19.52,2:36.74,2:53.70,3:10.44,3:27.06,3:43.35,3:59.21,4:15.57
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,4.0,Lenuta Petronela SIMIUC,ROU,29.0,18.69,37.90,55.50,1:12.57,1:29.53,1:46.26,2:02.96,2:19.86,2:36.57,2:53.34,3:10.19,3:26.59,3:43.63,4:00.66,4:18.52
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,4.0,Sarah HEALY,IRL,23.0,18.20,37.52,55.06,1:11.90,1:28.90,1:45.53,2:02.27,2:18.93,2:35.80,2:52.33,3:08.97,3:24.92,3:40.48,3:55.74,4:18.86
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,women,1500-metres,heats,4.0,Giulia APRILE,ITA,28.0,18.65,37.48,54.95,1:12.26,1:29.41,1:46.04,2:02.97,2:19.67,2:36.36,2:53.12,3:09.89,3:26.60,3:43.84,4:01.32,4:20.21
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,1.0,Cole HOCKER,USA,23.0,15.87,30.62,45.27,1:00.06,1:15.54,1:30.77,1:45.87,2:00.73,2:15.46,2:29.61,2:44.36,2:59.01,3:12.99,3:26.05,3:39.32
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,1.0,Samuel PIHLSTRÖM,SWE,23.0,15.37,29.87,44.74,59.72,1:15.15,1:30.33,1:45.47,2:00.37,2:15.01,2:29.31,2:44.22,2:58.79,3:12.90,3:26.15,3:39.63
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,1.0,Samuel TEFERA,ETH,24.0,16.10,30.58,45.23,1:00.08,1:15.52,1:30.61,1:45.45,2:00.58,2:14.91,2:29.14,2:43.96,2:58.64,3:12.98,3:26.27,3:39.66
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,1.0,Kristian Uldbjerg HANSEN,DEN,28.0,15.79,30.88,45.46,1:00.24,1:15.67,1:30.94,1:46.04,2:00.96,2:15.67,2:29.81,2:44.36,2:58.76,3:13.16,3:26.65,3:39.81
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,1.0,Yervand MKRTCHYAN,ARM,28.0,15.66,30.70,45.58,1:00.49,1:15.89,1:31.12,1:46.25,2:01.16,2:16.26,2:30.71,2:45.39,2:59.74,3:14.18,3:28.33,3:42.45
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,1.0,Adam FOGG,GBR,25.0,17.38,31.49,45.75,1:00.21,1:15.32,1:30.47,1:45.70,2:00.83,2:16.08,2:31.08,2:46.48,3:01.75,3:17.36,3:32.92,3:48.47
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,1.0,Andrew Boniphace RHOBI,TAN,33.0,15.51,30.15,45.00,59.97,1:15.34,1:30.58,1:45.91,2:01.14,2:16.86,2:32.39,2:48.05,3:03.56,3:19.58,3:35.49,3:51.44
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,1.0,Alex MACUÁCUA,MOZ,19.0,16.37,31.68,46.19,1:01.04,1:16.20,1:31.63,1:47.20,2:02.74,2:18.59,2:34.59,2:50.90,3:07.56,3:24.53,3:40.47,3:57.13
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,2.0,Narve Gilje NORDÅS,NOR,25.0,17.10,31.82,46.19,1:01.12,1:16.14,1:31.07,1:46.32,2:01.69,2:17.01,2:32.41,2:47.74,3:02.00,3:15.92,3:28.89,3:42.09
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,2.0,Adel MECHAAL,ESP,33.0,16.66,31.48,46.37,1:01.22,1:16.32,1:31.29,1:46.51,2:01.82,2:17.25,2:32.78,2:48.04,3:02.13,3:16.13,3:29.12,3:42.85
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,2.0,Ryan MPHAHLELE,RSA,26.0,17.12,31.98,46.48,1:01.36,1:16.56,1:31.47,1:46.53,2:01.86,2:17.21,2:32.57,2:47.91,3:02.15,3:16.31,3:29.28,3:42.97
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,2.0,Filip SASÍNEK,CZE,28.0,16.33,30.96,45.82,1:00.64,1:15.64,1:30.59,1:45.86,2:01.48,2:16.94,2:32.46,2:48.22,3:02.52,3:16.64,3:30.07,3:43.82
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,2.0,Hicham AKANKAM,MAR,26.0,16.61,31.31,46.12,1:00.88,1:15.91,1:30.85,1:46.11,2:01.49,2:17.13,2:32.65,2:48.18,3:02.33,3:16.47,3:29.88,3:44.30
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,2.0,Nursultan KENESHBEKOV,KGZ,24.0,16.10,30.50,45.18,1:00.08,1:15.20,1:30.28,1:45.65,2:01.07,2:16.73,2:32.28,2:47.97,3:03.00,3:18.15,3:32.95,3:47.86
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,2.0,Fayez Abdullah AL SUBAIE,KSA,22.0,16.89,31.63,46.59,1:01.54,1:16.71,1:31.69,1:46.87,2:02.13,2:17.55,2:32.99,2:48.51,3:03.34,3:18.39,3:33.27,3:48.73
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,3.0,Isaac NADER,POR,25.0,17.70,33.75,49.72,1:05.75,1:21.64,1:37.28,1:53.08,2:08.11,2:23.49,2:37.86,2:52.03,3:05.39,3:18.95,3:31.92,3:45.50
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,3.0,Kieran LUMB,CAN,26.0,17.61,34.47,50.34,1:06.34,1:22.39,1:37.45,1:53.26,2:08.03,2:23.07,2:37.34,2:51.60,3:05.32,3:18.84,3:31.95,3:45.66
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,3.0,Mario GARCÍA,ESP,25.0,17.79,34.02,49.93,1:05.92,1:21.79,1:37.50,1:53.17,2:08.20,2:23.46,2:37.73,2:51.98,3:05.60,3:19.25,3:32.29,3:46.48
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,3.0,Tshepo TSHITE,RSA,27.0,18.10,33.95,50.02,1:06.08,1:22.02,1:37.66,1:53.38,2:08.43,2:23.84,2:38.06,2:52.37,3:05.93,3:19.44,3:32.48,3:46.70
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,3.0,Rob NAPOLITANO,PUR,29.0,17.73,34.26,50.07,1:06.11,1:21.98,1:37.59,1:53.34,2:08.30,2:23.34,2:37.81,2:52.14,3:05.96,3:19.85,3:33.55,3:48.92
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,4.0,Vincent Kibet KETER,KEN,22.0,15.47,31.43,46.82,1:01.77,1:16.94,1:32.06,1:47.54,2:01.73,2:16.01,2:30.02,2:43.92,2:57.59,3:11.54,3:25.33,3:38.96
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,4.0,Hobbs KESSLER,USA,21.0,15.74,31.68,47.30,1:02.24,1:17.41,1:32.56,1:47.96,2:02.28,2:16.41,2:30.45,2:44.13,2:57.82,3:11.79,3:25.53,3:39.07
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,4.0,Geordie BEAMISH,NZL,27.0,15.96,31.94,47.66,1:02.66,1:17.85,1:32.91,1:48.17,2:02.52,2:16.65,2:30.66,2:44.69,2:58.31,3:12.14,3:25.55,3:39.17
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,4.0,Elzan BIBI Ć,SRB,25.0,16.22,32.12,47.51,1:02.52,1:17.68,1:32.71,1:47.49,2:01.57,2:15.81,2:29.80,2:43.75,2:57.74,3:11.92,3:25.80,3:39.98
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,4.0,Charles PHILIBERT-THIBOUTOT,CAN,33.0,15.62,31.55,47.13,1:02.04,1:17.15,1:32.31,1:47.79,2:02.03,2:16.22,2:30.22,2:44.16,2:58.03,3:11.90,3:25.97,3:40.18
indoor,FinalGlasgow (GBR),2024,1 March 2024,,,men,1500-metres,heats,4.0,Thomas VANOPPEN,BEL,24.0,15.97,31.38,46.97,1:01.99,1:17.16,1:32.53,1:48.19,2:02.94,2:17.35,2:32.20,2:47.48,3:03.00,3:18.99,3:34.80,3:50.70
indoor,Glasgow (GBR),2024,3 March 2024,,,men,1500-metres,final,1.0,Geordie BEAMISH,NZL,27.0,15.01,29.96,44.88,59.58,1:14.34,1:29.04,1:43.78,1:58.18,2:12.97,2:27.37,2:42.13,2:56.15,3:10.43,3:23.76,3:36.54
indoor,Glasgow (GBR),2024,3 March 2024,,,men,1500-metres,final,1.0,Cole HOCKER,USA,23.0,14.74,29.72,44.64,59.16,1:14.09,1:28.71,1:43.47,1:57.83,2:12.62,2:26.95,2:41.54,2:55.83,3:10.16,3:23.28,3:36.69
indoor,Glasgow (GBR),2024,3 March 2024,,,men,1500-metres,final,1.0,Hobbs KESSLER,USA,21.0,14.53,29.39,44.20,58.90,1:13.46,1:28.32,1:42.92,1:57.19,2:12.05,2:26.60,2:41.13,2:55.32,3:09.61,3:23.15,3:36.72
indoor,Glasgow (GBR),2024,3 March 2024,,,men,1500-metres,final,1.0,Isaac NADER,POR,25.0,14.64,29.61,44.47,59.11,1:13.83,1:28.77,1:43.47,1:57.82,2:12.45,2:26.90,2:41.37,2:55.50,3:09.73,3:23.21,3:36.97
indoor,Glasgow (GBR),2024,3 March 2024,,,men,1500-metres,final,1.0,Narve Gilje NORDÅS,NOR,25.0,15.06,29.76,44.79,59.42,1:14.33,1:29.13,1:43.92,1:58.29,2:12.63,2:27.10,2:41.71,2:55.51,3:09.92,3:23.34,3:37.03
indoor,Glasgow (GBR),2024,3 March 2024,,,men,1500-metres,final,1.0,Adel MECHAAL,ESP,33.0,14.93,30.16,45.19,59.87,1:14.62,1:29.20,1:44.04,1:58.44,2:13.17,2:27.71,2:42.27,2:56.51,3:10.72,3:24.31,3:37.76
indoor,Glasgow (GBR),2024,3 March 2024,,,men,1500-metres,final,1.0,Samuel TEFERA,ETH,24.0,15.35,30.15,44.92,59.37,1:14.04,1:28.52,1:43.19,1:57.29,2:12.30,2:26.62,2:41.26,2:55.61,3:10.04,3:23.71,3:38.10
indoor,Glasgow (GBR),2024,3 March 2024,,,men,1500-metres,final,1.0,Samuel PIHLSTRÖM,SWE,23.0,15.48,30.44,45.37,1:00.10,1:14.80,1:29.46,1:44.27,1:58.76,2:13.34,2:27.98,2:42.68,2:56.70,3:10.95,3:24.81,3:38.35
indoor,Glasgow (GBR),2024,3 March 2024,,,men,1500-metres,final,1.0,Biniam MEHARY,ETH,17.0,14.78,29.82,44.62,59.16,1:13.80,1:28.32,1:42.93,1:57.41,2:12.38,2:26.88,2:41.53,2:55.75,3:10.23,3:24.64,3:40.00
indoor,Glasgow (GBR),2024,3 March 2024,,,men,1500-metres,final,1.0,Mario GARCÍA,ESP,25.0,14.79,29.92,45.02,59.66,1:14.59,1:29.35,1:44.12,1:58.54,2:12.98,2:27.89,2:42.50,2:56.77,3:11.33,3:25.74,3:40.48
indoor,Glasgow (GBR),2024,3 March 2024,,,men,1500-metres,final,1.0,Ryan MPHAHLELE,RSA,26.0,15.55,30.36,45.14,59.59,1:14.16,1:28.85,1:43.75,1:58.10,2:12.80,2:27.52,2:42.04,2:56.78,3:11.71,3:25.93,3:41.08
indoor,Glasgow (GBR),2024,3 March 2024,,,men,1500-metres,final,1.0,Kieran LUMB,CAN,26.0,15.02,29.61,44.45,58.90,1:13.68,1:28.56,1:43.38,1:57.62,2:12.59,2:27.24,2:41.93,2:56.20,3:11.03,3:25.85,3:41.37
indoor,Glasgow (GBR),2024,3 March 2024,,,men,1500-metres,final,1.0,Adam FOGG,GBR,25.0,14.71,29.53,44.44,59.03,1:13.83,1:28.58,1:43.27,1:57.59,2:12.76,2:27.58,2:42.75,2:57.55,3:12.53,3:27.64,3:43.81
indoor,Glasgow (GBR),2024,3 March 2024,,,women,1500-metres,final,1.0,Freweyni HAILU,ETH,23.0,16.09,30.83,46.59,1:02.89,1:20.43,1:37.55,1:55.24,2:11.84,2:28.54,2:45.64,3:02.50,3:17.87,3:32.84,3:46.97,4:01.46
indoor,Glasgow (GBR),2024,3 March 2024,,,women,1500-metres,final,1.0,Nikki HILTZ,USA,29.0,16.31,32.26,48.60,1:04.45,1:21.03,1:37.81,1:55.25,2:12.02,2:28.89,2:45.58,3:02.27,3:17.73,3:33.04,3:47.48,4:02.32
indoor,Glasgow (GBR),2024,3 March 2024,,,women,1500-metres,final,1.0,Emily MACKAY,USA,26.0,16.35,32.40,48.78,1:04.47,1:21.15,1:37.98,1:55.48,2:12.19,2:29.09,2:45.98,3:02.08,3:17.26,3:32.36,3:47.05,4:02.69
indoor,Glasgow (GBR),2024,3 March 2024,,,women,1500-metres,final,1.0,Georgia BELL,GBR,30.0,16.10,32.10,48.32,1:04.21,1:20.71,1:37.70,1:54.99,2:11.90,2:28.69,2:45.73,3:02.33,3:17.89,3:33.41,3:48.44,4:03.47
indoor,Glasgow (GBR),2024,3 March 2024,,,women,1500-metres,final,1.0,Diribe WELTEJI,ETH,22.0,16.10,31.00,46.84,1:03.15,1:20.59,1:37.34,1:54.99,2:11.71,2:28.39,2:45.54,3:02.12,3:17.53,3:33.32,3:48.07,4:03.82
indoor,Glasgow (GBR),2024,3 March 2024,,,women,1500-metres,final,1.0,Revee WALCOTT-NOLAN,GBR,29.0,16.47,32.35,48.50,1:04.52,1:20.96,1:37.75,1:55.30,2:11.98,2:28.92,2:45.89,3:02.49,3:18.42,3:33.97,3:49.16,4:04.60
indoor,Glasgow (GBR),2024,3 March 2024,,,women,1500-metres,final,1.0,Agathe GUILLEMOT,FRA,25.0,16.51,32.69,49.00,1:04.89,1:21.34,1:38.22,1:55.72,2:12.41,2:29.36,2:46.29,3:02.87,3:18.83,3:34.72,3:49.86,4:04.94
indoor,Glasgow (GBR),2024,3 March 2024,,,women,1500-metres,final,1.0,Salomé AFONSO,POR,26.0,16.53,32.60,48.97,1:04.80,1:21.31,1:38.09,1:55.62,2:12.53,2:29.29,2:46.44,3:03.33,3:19.27,3:35.30,3:50.89,4:06.18
